'Time and date','Cz..'
'[16:15:48.994 12/08/2009]',39.000
'[16:15:49.000 12/08/2009]',12.000
'[16:15:49.006 12/08/2009]',20.000
'[16:15:49.013 12/08/2009]',26.000
'[16:15:49.019 12/08/2009]',22.000
'[16:15:49.025 12/08/2009]',12.000
'[16:15:49.031 12/08/2009]',23.000
'[16:15:49.038 12/08/2009]',1.000
'[16:15:49.044 12/08/2009]',7.000
'[16:15:49.050 12/08/2009]',-23.000
'[16:15:49.056 12/08/2009]',-23.000
'[16:15:49.063 12/08/2009]',1.000
'[16:15:49.069 12/08/2009]',-24.000
'[16:15:49.075 12/08/2009]',-35.000
'[16:15:49.081 12/08/2009]',-31.000
'[16:15:49.088 12/08/2009]',-25.000
'[16:15:49.094 12/08/2009]',-12.000
'[16:15:49.100 12/08/2009]',-10.000
'[16:15:49.106 12/08/2009]',-45.000
'[16:15:49.113 12/08/2009]',2.000
'[16:15:49.119 12/08/2009]',-33.000
'[16:15:49.125 12/08/2009]',-22.000
'[16:15:49.131 12/08/2009]',-11.000
'[16:15:49.138 12/08/2009]',-20.000
'[16:15:49.144 12/08/2009]',10.000
'[16:15:49.150 12/08/2009]',10.000
'[16:15:49.156 12/08/2009]',22.000
'[16:15:49.163 12/08/2009]',22.000
'[16:15:49.169 12/08/2009]',3.000
'[16:15:49.175 12/08/2009]',-11.000
'[16:15:49.181 12/08/2009]',-13.000
'[16:15:49.188 12/08/2009]',5.000
'[16:15:49.194 12/08/2009]',-7.000
'[16:15:49.200 12/08/2009]',-25.000
'[16:15:49.206 12/08/2009]',-23.000
'[16:15:49.213 12/08/2009]',13.000
'[16:15:49.219 12/08/2009]',29.000
'[16:15:49.225 12/08/2009]',50.000
'[16:15:49.231 12/08/2009]',36.000
'[16:15:49.238 12/08/2009]',13.000
'[16:15:49.244 12/08/2009]',7.000
'[16:15:49.250 12/08/2009]',-18.000
'[16:15:49.256 12/08/2009]',-42.000
'[16:15:49.263 12/08/2009]',-20.000
'[16:15:49.269 12/08/2009]',-42.000
'[16:15:49.275 12/08/2009]',-35.000
'[16:15:49.281 12/08/2009]',-35.000
'[16:15:49.288 12/08/2009]',-18.000
'[16:15:49.294 12/08/2009]',-22.000
'[16:15:49.300 12/08/2009]',-42.000
'[16:15:49.306 12/08/2009]',-59.000
'[16:15:49.313 12/08/2009]',-22.000
'[16:15:49.319 12/08/2009]',8.000
'[16:15:49.325 12/08/2009]',59.000
'[16:15:49.331 12/08/2009]',71.000
'[16:15:49.338 12/08/2009]',38.000
'[16:15:49.344 12/08/2009]',35.000
'[16:15:49.350 12/08/2009]',12.000
'[16:15:49.356 12/08/2009]',22.000
'[16:15:49.363 12/08/2009]',16.000
'[16:15:49.369 12/08/2009]',27.000
'[16:15:49.375 12/08/2009]',17.000
'[16:15:49.381 12/08/2009]',15.000
'[16:15:49.388 12/08/2009]',-3.000
'[16:15:49.394 12/08/2009]',-6.000
'[16:15:49.400 12/08/2009]',-37.000
'[16:15:49.406 12/08/2009]',-34.000
'[16:15:49.413 12/08/2009]',-29.000
'[16:15:49.419 12/08/2009]',-14.000
'[16:15:49.425 12/08/2009]',-17.000
'[16:15:49.431 12/08/2009]',-24.000
'[16:15:49.438 12/08/2009]',-34.000
'[16:15:49.444 12/08/2009]',-27.000
'[16:15:49.450 12/08/2009]',-15.000
'[16:15:49.456 12/08/2009]',-10.000
'[16:15:49.463 12/08/2009]',-1.000
'[16:15:49.469 12/08/2009]',-20.000
'[16:15:49.475 12/08/2009]',-18.000
'[16:15:49.481 12/08/2009]',-3.000
'[16:15:49.488 12/08/2009]',7.000
'[16:15:49.494 12/08/2009]',33.000
'[16:15:49.500 12/08/2009]',5.000
'[16:15:49.506 12/08/2009]',-10.000
'[16:15:49.513 12/08/2009]',-7.000
'[16:15:49.519 12/08/2009]',-21.000
'[16:15:49.525 12/08/2009]',-2.000
'[16:15:49.531 12/08/2009]',3.000
'[16:15:49.538 12/08/2009]',-26.000
'[16:15:49.544 12/08/2009]',-30.000
'[16:15:49.550 12/08/2009]',-50.000
'[16:15:49.556 12/08/2009]',-63.000
'[16:15:49.563 12/08/2009]',-41.000
'[16:15:49.569 12/08/2009]',-8.000
'[16:15:49.575 12/08/2009]',27.000
'[16:15:49.581 12/08/2009]',60.000
'[16:15:49.588 12/08/2009]',18.000
'[16:15:49.594 12/08/2009]',0.000
'[16:15:49.600 12/08/2009]',2.000
'[16:15:49.606 12/08/2009]',-3.000
'[16:15:49.613 12/08/2009]',1.000
'[16:15:49.619 12/08/2009]',-10.000
'[16:15:49.625 12/08/2009]',-35.000
'[16:15:49.631 12/08/2009]',-35.000
'[16:15:49.638 12/08/2009]',-35.000
'[16:15:49.644 12/08/2009]',-27.000
'[16:15:49.650 12/08/2009]',4.000
'[16:15:49.656 12/08/2009]',15.000
'[16:15:49.663 12/08/2009]',16.000
'[16:15:49.669 12/08/2009]',16.000
'[16:15:49.675 12/08/2009]',32.000
'[16:15:49.681 12/08/2009]',17.000
'[16:15:49.688 12/08/2009]',-4.000
'[16:15:49.694 12/08/2009]',27.000
'[16:15:49.700 12/08/2009]',2.000
'[16:15:49.706 12/08/2009]',-11.000
'[16:15:49.713 12/08/2009]',3.000
'[16:15:49.719 12/08/2009]',-11.000
'[16:15:49.725 12/08/2009]',22.000
'[16:15:49.731 12/08/2009]',4.000
'[16:15:49.738 12/08/2009]',-15.000
'[16:15:49.744 12/08/2009]',-20.000
'[16:15:49.750 12/08/2009]',-35.000
'[16:15:49.756 12/08/2009]',-33.000
'[16:15:49.763 12/08/2009]',-25.000
'[16:15:49.769 12/08/2009]',-26.000
'[16:15:49.775 12/08/2009]',-11.000
'[16:15:49.781 12/08/2009]',-13.000
'[16:15:49.788 12/08/2009]',-4.000
'[16:15:49.794 12/08/2009]',-26.000
'[16:15:49.800 12/08/2009]',-27.000
'[16:15:49.806 12/08/2009]',-18.000
'[16:15:49.813 12/08/2009]',4.000
'[16:15:49.819 12/08/2009]',8.000
'[16:15:49.825 12/08/2009]',43.000
'[16:15:49.831 12/08/2009]',59.000
'[16:15:49.838 12/08/2009]',43.000
'[16:15:49.844 12/08/2009]',32.000
'[16:15:49.850 12/08/2009]',6.000
'[16:15:49.856 12/08/2009]',19.000
'[16:15:49.863 12/08/2009]',3.000
'[16:15:49.869 12/08/2009]',8.000
'[16:15:49.875 12/08/2009]',11.000
'[16:15:49.881 12/08/2009]',2.000
'[16:15:49.888 12/08/2009]',-17.000
'[16:15:49.894 12/08/2009]',15.000
'[16:15:49.900 12/08/2009]',-1.000
'[16:15:49.906 12/08/2009]',13.000
'[16:15:49.913 12/08/2009]',12.000
'[16:15:49.919 12/08/2009]',-31.000
'[16:15:49.925 12/08/2009]',-19.000
'[16:15:49.931 12/08/2009]',-4.000
'[16:15:49.938 12/08/2009]',-32.000
'[16:15:49.944 12/08/2009]',9.000
'[16:15:49.950 12/08/2009]',-2.000
'[16:15:49.956 12/08/2009]',20.000
'[16:15:49.963 12/08/2009]',4.000
'[16:15:49.969 12/08/2009]',23.000
'[16:15:49.975 12/08/2009]',25.000
'[16:15:49.981 12/08/2009]',36.000
'[16:15:49.988 12/08/2009]',32.000
'[16:15:49.994 12/08/2009]',49.000
'[16:15:50.000 12/08/2009]',20.000
'[16:15:50.006 12/08/2009]',1.000
'[16:15:50.013 12/08/2009]',-3.000
'[16:15:50.019 12/08/2009]',-10.000
'[16:15:50.025 12/08/2009]',-1.000
'[16:15:50.031 12/08/2009]',16.000
'[16:15:50.038 12/08/2009]',5.000
'[16:15:50.044 12/08/2009]',8.000
'[16:15:50.050 12/08/2009]',15.000
'[16:15:50.056 12/08/2009]',8.000
'[16:15:50.063 12/08/2009]',25.000
'[16:15:50.069 12/08/2009]',37.000
'[16:15:50.075 12/08/2009]',40.000
'[16:15:50.081 12/08/2009]',34.000
'[16:15:50.088 12/08/2009]',40.000
'[16:15:50.094 12/08/2009]',49.000
'[16:15:50.100 12/08/2009]',34.000
'[16:15:50.106 12/08/2009]',19.000
'[16:15:50.113 12/08/2009]',35.000
'[16:15:50.119 12/08/2009]',29.000
'[16:15:50.125 12/08/2009]',42.000
'[16:15:50.131 12/08/2009]',24.000
'[16:15:50.138 12/08/2009]',24.000
'[16:15:50.144 12/08/2009]',3.000
'[16:15:50.150 12/08/2009]',8.000
'[16:15:50.156 12/08/2009]',-23.000
'[16:15:50.163 12/08/2009]',11.000
'[16:15:50.169 12/08/2009]',-11.000
'[16:15:50.175 12/08/2009]',11.000
'[16:15:50.181 12/08/2009]',13.000
'[16:15:50.188 12/08/2009]',15.000
'[16:15:50.194 12/08/2009]',18.000
'[16:15:50.200 12/08/2009]',11.000
'[16:15:50.206 12/08/2009]',33.000
'[16:15:50.213 12/08/2009]',42.000
'[16:15:50.219 12/08/2009]',22.000
'[16:15:50.225 12/08/2009]',23.000
'[16:15:50.231 12/08/2009]',33.000
'[16:15:50.238 12/08/2009]',14.000
'[16:15:50.244 12/08/2009]',5.000
'[16:15:50.250 12/08/2009]',20.000
'[16:15:50.256 12/08/2009]',11.000
'[16:15:50.263 12/08/2009]',13.000
'[16:15:50.269 12/08/2009]',-3.000
'[16:15:50.275 12/08/2009]',3.000
'[16:15:50.281 12/08/2009]',-3.000
'[16:15:50.288 12/08/2009]',7.000
'[16:15:50.294 12/08/2009]',17.000
'[16:15:50.300 12/08/2009]',4.000
'[16:15:50.306 12/08/2009]',10.000
'[16:15:50.313 12/08/2009]',25.000
'[16:15:50.319 12/08/2009]',50.000
'[16:15:50.325 12/08/2009]',65.000
'[16:15:50.331 12/08/2009]',135.000
'[16:15:50.338 12/08/2009]',119.000
'[16:15:50.344 12/08/2009]',115.000
'[16:15:50.350 12/08/2009]',29.000
'[16:15:50.356 12/08/2009]',6.000
'[16:15:50.363 12/08/2009]',22.000
'[16:15:50.369 12/08/2009]',3.000
'[16:15:50.375 12/08/2009]',1.000
'[16:15:50.381 12/08/2009]',14.000
'[16:15:50.388 12/08/2009]',26.000
'[16:15:50.394 12/08/2009]',21.000
'[16:15:50.400 12/08/2009]',15.000
'[16:15:50.406 12/08/2009]',20.000
'[16:15:50.413 12/08/2009]',11.000
'[16:15:50.419 12/08/2009]',-10.000
'[16:15:50.425 12/08/2009]',36.000
'[16:15:50.431 12/08/2009]',18.000
'[16:15:50.438 12/08/2009]',7.000
'[16:15:50.444 12/08/2009]',17.000
'[16:15:50.450 12/08/2009]',6.000
'[16:15:50.456 12/08/2009]',14.000
'[16:15:50.463 12/08/2009]',17.000
'[16:15:50.469 12/08/2009]',26.000
'[16:15:50.475 12/08/2009]',28.000
'[16:15:50.481 12/08/2009]',33.000
'[16:15:50.488 12/08/2009]',10.000
'[16:15:50.494 12/08/2009]',17.000
'[16:15:50.500 12/08/2009]',-1.000
'[16:15:50.506 12/08/2009]',6.000
'[16:15:50.513 12/08/2009]',-4.000
'[16:15:50.519 12/08/2009]',-15.000
'[16:15:50.525 12/08/2009]',-2.000
'[16:15:50.531 12/08/2009]',-25.000
'[16:15:50.538 12/08/2009]',-2.000
'[16:15:50.544 12/08/2009]',-14.000
'[16:15:50.550 12/08/2009]',1.000
'[16:15:50.556 12/08/2009]',-14.000
'[16:15:50.563 12/08/2009]',23.000
'[16:15:50.569 12/08/2009]',-2.000
'[16:15:50.575 12/08/2009]',29.000
'[16:15:50.581 12/08/2009]',56.000
'[16:15:50.588 12/08/2009]',37.000
'[16:15:50.594 12/08/2009]',54.000
'[16:15:50.600 12/08/2009]',19.000
'[16:15:50.606 12/08/2009]',6.000
'[16:15:50.613 12/08/2009]',-19.000
'[16:15:50.619 12/08/2009]',-53.000
'[16:15:50.625 12/08/2009]',-53.000
'[16:15:50.631 12/08/2009]',-37.000
'[16:15:50.638 12/08/2009]',-55.000
'[16:15:50.644 12/08/2009]',-63.000
'[16:15:50.650 12/08/2009]',-84.000
'[16:15:50.656 12/08/2009]',-32.000
'[16:15:50.663 12/08/2009]',-80.000
'[16:15:50.669 12/08/2009]',-67.000
'[16:15:50.675 12/08/2009]',-54.000
'[16:15:50.681 12/08/2009]',-85.000
'[16:15:50.688 12/08/2009]',-71.000
'[16:15:50.694 12/08/2009]',-79.000
'[16:15:50.700 12/08/2009]',-78.000
'[16:15:50.706 12/08/2009]',-70.000
'[16:15:50.713 12/08/2009]',-45.000
'[16:15:50.719 12/08/2009]',-71.000
'[16:15:50.725 12/08/2009]',-62.000
'[16:15:50.731 12/08/2009]',-68.000
'[16:15:50.738 12/08/2009]',-51.000
'[16:15:50.744 12/08/2009]',-1.000
'[16:15:50.750 12/08/2009]',-4.000
'[16:15:50.756 12/08/2009]',5.000
'[16:15:50.763 12/08/2009]',16.000
'[16:15:50.769 12/08/2009]',-5.000
'[16:15:50.775 12/08/2009]',-14.000
'[16:15:50.781 12/08/2009]',11.000
'[16:15:50.788 12/08/2009]',-41.000
'[16:15:50.794 12/08/2009]',-31.000
'[16:15:50.800 12/08/2009]',-39.000
'[16:15:50.806 12/08/2009]',-49.000
'[16:15:50.813 12/08/2009]',-27.000
'[16:15:50.819 12/08/2009]',-16.000
'[16:15:50.825 12/08/2009]',-9.000
'[16:15:50.831 12/08/2009]',-22.000
'[16:15:50.838 12/08/2009]',-33.000
'[16:15:50.844 12/08/2009]',-12.000
'[16:15:50.850 12/08/2009]',-10.000
'[16:15:50.856 12/08/2009]',-29.000
'[16:15:50.863 12/08/2009]',-51.000
'[16:15:50.869 12/08/2009]',-53.000
'[16:15:50.875 12/08/2009]',-49.000
'[16:15:50.881 12/08/2009]',-57.000
'[16:15:50.888 12/08/2009]',-53.000
'[16:15:50.894 12/08/2009]',-52.000
'[16:15:50.900 12/08/2009]',-61.000
'[16:15:50.906 12/08/2009]',-56.000
'[16:15:50.913 12/08/2009]',-59.000
'[16:15:50.919 12/08/2009]',-67.000
'[16:15:50.925 12/08/2009]',-35.000
'[16:15:50.931 12/08/2009]',-23.000
'[16:15:50.938 12/08/2009]',-26.000
'[16:15:50.944 12/08/2009]',5.000
'[16:15:50.950 12/08/2009]',20.000
'[16:15:50.956 12/08/2009]',33.000
'[16:15:50.963 12/08/2009]',66.000
'[16:15:50.969 12/08/2009]',51.000
'[16:15:50.975 12/08/2009]',43.000
'[16:15:50.981 12/08/2009]',46.000
'[16:15:50.988 12/08/2009]',16.000
'[16:15:50.994 12/08/2009]',23.000
'[16:15:51.000 12/08/2009]',-15.000
'[16:15:51.006 12/08/2009]',-18.000
'[16:15:51.013 12/08/2009]',-18.000
'[16:15:51.019 12/08/2009]',-1.000
'[16:15:51.025 12/08/2009]',12.000
'[16:15:51.031 12/08/2009]',12.000
'[16:15:51.038 12/08/2009]',8.000
'[16:15:51.044 12/08/2009]',35.000
'[16:15:51.050 12/08/2009]',26.000
'[16:15:51.056 12/08/2009]',29.000
'[16:15:51.063 12/08/2009]',13.000
'[16:15:51.069 12/08/2009]',2.000
'[16:15:51.075 12/08/2009]',-23.000
'[16:15:51.081 12/08/2009]',-16.000
'[16:15:51.088 12/08/2009]',-33.000
'[16:15:51.094 12/08/2009]',-28.000
'[16:15:51.100 12/08/2009]',-45.000
'[16:15:51.106 12/08/2009]',-16.000
'[16:15:51.113 12/08/2009]',29.000
'[16:15:51.119 12/08/2009]',77.000
'[16:15:51.125 12/08/2009]',146.000
'[16:15:51.131 12/08/2009]',165.000
'[16:15:51.138 12/08/2009]',102.000
'[16:15:51.144 12/08/2009]',64.000
'[16:15:51.150 12/08/2009]',50.000
'[16:15:51.156 12/08/2009]',8.000
'[16:15:51.163 12/08/2009]',7.000
'[16:15:51.169 12/08/2009]',16.000
'[16:15:51.175 12/08/2009]',37.000
'[16:15:51.181 12/08/2009]',60.000
'[16:15:51.188 12/08/2009]',71.000
'[16:15:51.194 12/08/2009]',98.000
'[16:15:51.200 12/08/2009]',94.000
'[16:15:51.206 12/08/2009]',63.000
'[16:15:51.213 12/08/2009]',41.000
'[16:15:51.219 12/08/2009]',3.000
'[16:15:51.225 12/08/2009]',-34.000
'[16:15:51.231 12/08/2009]',-21.000
'[16:15:51.238 12/08/2009]',-45.000
'[16:15:51.244 12/08/2009]',-31.000
'[16:15:51.250 12/08/2009]',-32.000
'[16:15:51.256 12/08/2009]',-6.000
'[16:15:51.263 12/08/2009]',44.000
'[16:15:51.269 12/08/2009]',65.000
'[16:15:51.275 12/08/2009]',82.000
'[16:15:51.281 12/08/2009]',93.000
'[16:15:51.288 12/08/2009]',96.000
'[16:15:51.294 12/08/2009]',119.000
'[16:15:51.300 12/08/2009]',56.000
'[16:15:51.306 12/08/2009]',48.000
'[16:15:51.313 12/08/2009]',34.000
'[16:15:51.319 12/08/2009]',-34.000
'[16:15:51.325 12/08/2009]',-37.000
'[16:15:51.331 12/08/2009]',-43.000
'[16:15:51.338 12/08/2009]',-65.000
'[16:15:51.344 12/08/2009]',-87.000
'[16:15:51.350 12/08/2009]',-49.000
'[16:15:51.356 12/08/2009]',-69.000
'[16:15:51.363 12/08/2009]',-42.000
'[16:15:51.369 12/08/2009]',-42.000
'[16:15:51.375 12/08/2009]',-42.000
'[16:15:51.381 12/08/2009]',-48.000
'[16:15:51.388 12/08/2009]',-62.000
'[16:15:51.394 12/08/2009]',-54.000
'[16:15:51.400 12/08/2009]',-53.000
'[16:15:51.406 12/08/2009]',-65.000
'[16:15:51.413 12/08/2009]',-81.000
'[16:15:51.419 12/08/2009]',-121.000
'[16:15:51.425 12/08/2009]',-93.000
'[16:15:51.431 12/08/2009]',-81.000
'[16:15:51.438 12/08/2009]',-97.000
'[16:15:51.444 12/08/2009]',-64.000
'[16:15:51.450 12/08/2009]',-65.000
'[16:15:51.456 12/08/2009]',-39.000
'[16:15:51.463 12/08/2009]',-22.000
'[16:15:51.469 12/08/2009]',-21.000
'[16:15:51.475 12/08/2009]',20.000
'[16:15:51.481 12/08/2009]',26.000
'[16:15:51.488 12/08/2009]',-1.000
'[16:15:51.494 12/08/2009]',-13.000
'[16:15:51.500 12/08/2009]',-53.000
'[16:15:51.506 12/08/2009]',-60.000
'[16:15:51.513 12/08/2009]',-62.000
'[16:15:51.519 12/08/2009]',-55.000
'[16:15:51.525 12/08/2009]',-86.000
'[16:15:51.531 12/08/2009]',-34.000
'[16:15:51.538 12/08/2009]',-42.000
'[16:15:51.544 12/08/2009]',-5.000
'[16:15:51.550 12/08/2009]',-22.000
'[16:15:51.556 12/08/2009]',-3.000
'[16:15:51.563 12/08/2009]',1.000
'[16:15:51.569 12/08/2009]',-14.000
'[16:15:51.575 12/08/2009]',-23.000
'[16:15:51.581 12/08/2009]',-12.000
'[16:15:51.588 12/08/2009]',-33.000
'[16:15:51.594 12/08/2009]',-35.000
'[16:15:51.600 12/08/2009]',-52.000
'[16:15:51.606 12/08/2009]',-63.000
'[16:15:51.613 12/08/2009]',-45.000
'[16:15:51.619 12/08/2009]',-32.000
'[16:15:51.625 12/08/2009]',-10.000
'[16:15:51.631 12/08/2009]',8.000
'[16:15:51.638 12/08/2009]',-5.000
'[16:15:51.644 12/08/2009]',8.000
'[16:15:51.650 12/08/2009]',-3.000
'[16:15:51.656 12/08/2009]',4.000
'[16:15:51.663 12/08/2009]',2.000
'[16:15:51.669 12/08/2009]',13.000
'[16:15:51.675 12/08/2009]',10.000
'[16:15:51.681 12/08/2009]',-6.000
'[16:15:51.688 12/08/2009]',-8.000
'[16:15:51.694 12/08/2009]',21.000
'[16:15:51.700 12/08/2009]',27.000
'[16:15:51.706 12/08/2009]',15.000
'[16:15:51.713 12/08/2009]',33.000
'[16:15:51.719 12/08/2009]',12.000
'[16:15:51.725 12/08/2009]',21.000
'[16:15:51.731 12/08/2009]',-1.000
'[16:15:51.738 12/08/2009]',-7.000
'[16:15:51.744 12/08/2009]',37.000
'[16:15:51.750 12/08/2009]',44.000
'[16:15:51.756 12/08/2009]',45.000
'[16:15:51.763 12/08/2009]',39.000
'[16:15:51.769 12/08/2009]',42.000
'[16:15:51.775 12/08/2009]',39.000
'[16:15:51.781 12/08/2009]',54.000
'[16:15:51.788 12/08/2009]',33.000
'[16:15:51.794 12/08/2009]',-2.000
'[16:15:51.800 12/08/2009]',-5.000
'[16:15:51.806 12/08/2009]',-22.000
'[16:15:51.813 12/08/2009]',1.000
'[16:15:51.819 12/08/2009]',-26.000
'[16:15:51.825 12/08/2009]',-24.000
'[16:15:51.831 12/08/2009]',-17.000
'[16:15:51.838 12/08/2009]',-37.000
'[16:15:51.844 12/08/2009]',-21.000
'[16:15:51.850 12/08/2009]',-15.000
'[16:15:51.856 12/08/2009]',-11.000
'[16:15:51.863 12/08/2009]',5.000
'[16:15:51.869 12/08/2009]',2.000
'[16:15:51.875 12/08/2009]',12.000
'[16:15:51.881 12/08/2009]',25.000
'[16:15:51.888 12/08/2009]',11.000
'[16:15:51.894 12/08/2009]',29.000
'[16:15:51.900 12/08/2009]',10.000
'[16:15:51.906 12/08/2009]',-4.000
'[16:15:51.913 12/08/2009]',16.000
'[16:15:51.919 12/08/2009]',-1.000
'[16:15:51.925 12/08/2009]',-30.000
'[16:15:51.931 12/08/2009]',-43.000
'[16:15:51.938 12/08/2009]',-72.000
'[16:15:51.944 12/08/2009]',-54.000
'[16:15:51.950 12/08/2009]',-12.000
'[16:15:51.956 12/08/2009]',58.000
'[16:15:51.963 12/08/2009]',111.000
'[16:15:51.969 12/08/2009]',24.000
'[16:15:51.975 12/08/2009]',11.000
'[16:15:51.981 12/08/2009]',-2.000
'[16:15:51.988 12/08/2009]',-4.000
'[16:15:51.994 12/08/2009]',6.000
'[16:15:52.000 12/08/2009]',28.000
'[16:15:52.006 12/08/2009]',20.000
'[16:15:52.013 12/08/2009]',33.000
'[16:15:52.019 12/08/2009]',10.000
'[16:15:52.025 12/08/2009]',7.000
'[16:15:52.031 12/08/2009]',8.000
'[16:15:52.038 12/08/2009]',-18.000
'[16:15:52.044 12/08/2009]',-32.000
'[16:15:52.050 12/08/2009]',-45.000
'[16:15:52.056 12/08/2009]',-54.000
'[16:15:52.063 12/08/2009]',-67.000
'[16:15:52.069 12/08/2009]',-74.000
'[16:15:52.075 12/08/2009]',-89.000
'[16:15:52.081 12/08/2009]',-80.000
'[16:15:52.088 12/08/2009]',-79.000
'[16:15:52.094 12/08/2009]',-75.000
'[16:15:52.100 12/08/2009]',-86.000
'[16:15:52.106 12/08/2009]',-82.000
'[16:15:52.113 12/08/2009]',-54.000
'[16:15:52.119 12/08/2009]',-48.000
'[16:15:52.125 12/08/2009]',-49.000
'[16:15:52.131 12/08/2009]',-41.000
'[16:15:52.138 12/08/2009]',-60.000
'[16:15:52.144 12/08/2009]',-53.000
'[16:15:52.150 12/08/2009]',-55.000
'[16:15:52.156 12/08/2009]',-20.000
'[16:15:52.163 12/08/2009]',-28.000
'[16:15:52.169 12/08/2009]',-99.000
'[16:15:52.175 12/08/2009]',-65.000
'[16:15:52.181 12/08/2009]',-26.000
'[16:15:52.188 12/08/2009]',-52.000
'[16:15:52.194 12/08/2009]',-38.000
'[16:15:52.200 12/08/2009]',-10.000
'[16:15:52.206 12/08/2009]',-13.000
'[16:15:52.213 12/08/2009]',-42.000
'[16:15:52.219 12/08/2009]',-67.000
'[16:15:52.225 12/08/2009]',-66.000
'[16:15:52.231 12/08/2009]',-101.000
'[16:15:52.238 12/08/2009]',-120.000
'[16:15:52.244 12/08/2009]',-108.000
'[16:15:52.250 12/08/2009]',-148.000
'[16:15:52.256 12/08/2009]',-140.000
'[16:15:52.263 12/08/2009]',-116.000
'[16:15:52.269 12/08/2009]',-103.000
'[16:15:52.275 12/08/2009]',-102.000
'[16:15:52.281 12/08/2009]',-96.000
'[16:15:52.288 12/08/2009]',-94.000
'[16:15:52.294 12/08/2009]',-67.000
'[16:15:52.300 12/08/2009]',-23.000
'[16:15:52.306 12/08/2009]',-27.000
'[16:15:52.313 12/08/2009]',-18.000
'[16:15:52.319 12/08/2009]',-39.000
'[16:15:52.325 12/08/2009]',-50.000
'[16:15:52.331 12/08/2009]',-24.000
'[16:15:52.338 12/08/2009]',-38.000
'[16:15:52.344 12/08/2009]',-26.000
'[16:15:52.350 12/08/2009]',-56.000
'[16:15:52.356 12/08/2009]',-26.000
'[16:15:52.363 12/08/2009]',-15.000
'[16:15:52.369 12/08/2009]',-5.000
'[16:15:52.375 12/08/2009]',-8.000
'[16:15:52.381 12/08/2009]',-6.000
'[16:15:52.388 12/08/2009]',-9.000
'[16:15:52.394 12/08/2009]',-5.000
'[16:15:52.400 12/08/2009]',-33.000
'[16:15:52.406 12/08/2009]',-61.000
'[16:15:52.413 12/08/2009]',-58.000
'[16:15:52.419 12/08/2009]',-76.000
'[16:15:52.425 12/08/2009]',-86.000
'[16:15:52.431 12/08/2009]',-70.000
'[16:15:52.438 12/08/2009]',-79.000
'[16:15:52.444 12/08/2009]',-70.000
'[16:15:52.450 12/08/2009]',-74.000
'[16:15:52.456 12/08/2009]',-88.000
'[16:15:52.463 12/08/2009]',-44.000
'[16:15:52.469 12/08/2009]',-64.000
'[16:15:52.475 12/08/2009]',-41.000
'[16:15:52.481 12/08/2009]',-22.000
'[16:15:52.488 12/08/2009]',-36.000
'[16:15:52.494 12/08/2009]',-30.000
'[16:15:52.500 12/08/2009]',-53.000
'[16:15:52.506 12/08/2009]',-65.000
'[16:15:52.513 12/08/2009]',-45.000
'[16:15:52.519 12/08/2009]',-68.000
'[16:15:52.525 12/08/2009]',-74.000
'[16:15:52.531 12/08/2009]',-46.000
'[16:15:52.538 12/08/2009]',-40.000
'[16:15:52.544 12/08/2009]',-26.000
'[16:15:52.550 12/08/2009]',3.000
'[16:15:52.556 12/08/2009]',-23.000
'[16:15:52.563 12/08/2009]',-21.000
'[16:15:52.569 12/08/2009]',-41.000
'[16:15:52.575 12/08/2009]',-37.000
'[16:15:52.581 12/08/2009]',-51.000
'[16:15:52.588 12/08/2009]',-72.000
'[16:15:52.594 12/08/2009]',-50.000
'[16:15:52.600 12/08/2009]',-74.000
'[16:15:52.606 12/08/2009]',-71.000
'[16:15:52.613 12/08/2009]',-73.000
'[16:15:52.619 12/08/2009]',-84.000
'[16:15:52.625 12/08/2009]',-90.000
'[16:15:52.631 12/08/2009]',-71.000
'[16:15:52.638 12/08/2009]',-78.000
'[16:15:52.644 12/08/2009]',-66.000
'[16:15:52.650 12/08/2009]',-65.000
'[16:15:52.656 12/08/2009]',-44.000
'[16:15:52.663 12/08/2009]',-14.000
'[16:15:52.669 12/08/2009]',-26.000
'[16:15:52.675 12/08/2009]',-12.000
'[16:15:52.681 12/08/2009]',47.000
'[16:15:52.688 12/08/2009]',42.000
'[16:15:52.694 12/08/2009]',55.000
'[16:15:52.700 12/08/2009]',60.000
'[16:15:52.706 12/08/2009]',31.000
'[16:15:52.713 12/08/2009]',22.000
'[16:15:52.719 12/08/2009]',27.000
'[16:15:52.725 12/08/2009]',9.000
'[16:15:52.731 12/08/2009]',21.000
'[16:15:52.738 12/08/2009]',-3.000
'[16:15:52.744 12/08/2009]',-7.000
'[16:15:52.750 12/08/2009]',-18.000
'[16:15:52.756 12/08/2009]',-14.000
'[16:15:52.763 12/08/2009]',-48.000
'[16:15:52.769 12/08/2009]',-55.000
'[16:15:52.775 12/08/2009]',-48.000
'[16:15:52.781 12/08/2009]',-54.000
'[16:15:52.788 12/08/2009]',-56.000
'[16:15:52.794 12/08/2009]',-55.000
'[16:15:52.800 12/08/2009]',-41.000
'[16:15:52.806 12/08/2009]',-55.000
'[16:15:52.813 12/08/2009]',-34.000
'[16:15:52.819 12/08/2009]',22.000
'[16:15:52.825 12/08/2009]',-20.000
'[16:15:52.831 12/08/2009]',-10.000
'[16:15:52.838 12/08/2009]',-11.000
'[16:15:52.844 12/08/2009]',25.000
'[16:15:52.850 12/08/2009]',43.000
'[16:15:52.856 12/08/2009]',68.000
